Country,ISO3 Code,Date,Price (EUR/MWhe)
Hungary,HUN,2015-01-29,45.94
Italy,ITA,2015-01-29,51.64
Latvia,LVA,2015-01-29,39.0
Lithuania,LTU,2015-01-29,39.0
Luxembourg,LUX,2015-01-29,26.93
Netherlands,NLD,2015-01-29,46.4
Estonia,EST,2015-01-29,32.02
Norway,NOR,2015-01-29,27.76
Portugal,PRT,2015-01-29,43.47
Romania,ROU,2015-01-29,43.05
Slovakia,SVK,2015-01-29,33.94
Slovenia,SVN,2015-01-29,45.93
Spain,ESP,2015-01-29,43.3
Sweden,SWE,2015-01-29,27.59
Switzerland,CHE,2015-01-29,48.07
Czechia,CZE,2015-01-29,27.73
Belgium,BEL,2015-01-29,49.17
Poland,POL,2015-01-29,35.68
Finland,FIN,2015-01-29,32.02
EU,EU,2015-01-30,38.34666666666667
Hungary,HUN,2015-01-30,41.52
Norway,NOR,2015-01-30,30.26
Switzerland,CHE,2015-01-30,44.0
Sweden,SWE,2015-01-30,30.3
Spain,ESP,2015-01-30,32.94
Slovenia,SVN,2015-01-30,40.53
Slovakia,SVK,2015-01-30,38.42
Romania,ROU,2015-01-30,22.72
Portugal,PRT,2015-01-30,33.17
Poland,POL,2015-01-30,37.2
Netherlands,NLD,2015-01-30,41.47
Luxembourg,LUX,2015-01-30,38.29
Lithuania,LTU,2015-01-30,38.98
Italy,ITA,2015-01-30,49.07
Greece,GRC,2015-01-30,63.81
Germany,DEU,2015-01-30,38.29
France,FRA,2015-01-30,42.35
Finland,FIN,2015-01-30,33.71
Estonia,EST,2015-01-30,33.71
Denmark,DNK,2015-01-30,30.37
Czechia,CZE,2015-01-30,38.42
Belgium,BEL,2015-01-30,43.52
Austria,AUT,2015-01-30,38.29
Latvia,LVA,2015-01-30,38.98
EU,EU,2015-01-31,33.165
Denmark,DNK,2015-01-31,28.0
Czechia,CZE,2015-01-31,29.9
Germany,DEU,2015-01-31,29.78
Austria,AUT,2015-01-31,29.78
Estonia,EST,2015-01-31,28.0
Belgium,BEL,2015-01-31,42.38
France,FRA,2015-01-31,41.62
Italy,ITA,2015-01-31,51.17
Switzerland,CHE,2015-01-31,46.0
Finland,FIN,2015-01-31,28.0
Latvia,LVA,2015-01-31,38.23
Lithuania,LTU,2015-01-31,38.23
Luxembourg,LUX,2015-01-31,29.78
Netherlands,NLD,2015-01-31,41.34
Norway,NOR,2015-01-31,28.06
Poland,POL,2015-01-31,32.26
Portugal,PRT,2015-01-31,20.55
Romania,ROU,2015-01-31,22.51
Slovakia,SVK,2015-01-31,29.9
Slovenia,SVN,2015-01-31,30.56
Spain,ESP,2015-01-31,17.39
Sweden,SWE,2015-01-31,28.0
Hungary,HUN,2015-01-31,33.13
Greece,GRC,2015-01-31,51.39
Belgium,BEL,2015-02-01,38.57
Czechia,CZE,2015-02-01,25.92
Denmark,DNK,2015-02-01,27.76
Netherlands,NLD,2015-02-01,38.09
Estonia,EST,2015-02-01,27.76
Finland,FIN,2015-02-01,27.76
France,FRA,2015-02-01,36.38
Germany,DEU,2015-02-01,29.24
Greece,GRC,2015-02-01,42.09
Hungary,HUN,2015-02-01,37.28
Luxembourg,LUX,2015-02-01,29.24
Italy,ITA,2015-02-01,40.46
EU,EU,2015-02-01,30.75791666666667
Latvia,LVA,2015-02-01,29.72
Austria,AUT,2015-02-01,29.24
Norway,NOR,2015-02-01,27.97
Lithuania,LTU,2015-02-01,29.72
Portugal,PRT,2015-02-01,17.88
Romania,ROU,2015-02-01,30.39
Slovakia,SVK,2015-02-01,25.92
Slovenia,SVN,2015-02-01,36.92
Spain,ESP,2015-02-01,17.88
Sweden,SWE,2015-02-01,27.76
Switzerland,CHE,2015-02-01,38.45
Poland,POL,2015-02-01,25.79
Sweden,SWE,2015-02-02,34.14
EU,EU,2015-02-02,43.18083333333333
Austria,AUT,2015-02-02,42.47
Belgium,BEL,2015-02-02,54.18
Czechia,CZE,2015-02-02,37.77
Denmark,DNK,2015-02-02,33.61
Estonia,EST,2015-02-02,34.97
Finland,FIN,2015-02-02,34.97
France,FRA,2015-02-02,54.18
Greece,GRC,2015-02-02,54.75
Slovenia,SVN,2015-02-02,50.12
Slovakia,SVK,2015-02-02,38.1
Switzerland,CHE,2015-02-02,53.27
Romania,ROU,2015-02-02,42.06
Portugal,PRT,2015-02-02,47.15
Germany,DEU,2015-02-02,42.47
Poland,POL,2015-02-02,39.24
Netherlands,NLD,2015-02-02,43.94
Luxembourg,LUX,2015-02-02,42.47
Lithuania,LTU,2015-02-02,40.42
Latvia,LVA,2015-02-02,40.42
Italy,ITA,2015-02-02,53.63
Hungary,HUN,2015-02-02,42.2
Norway,NOR,2015-02-02,32.01
Spain,ESP,2015-02-02,47.8
EU,EU,2015-02-03,45.953333333333326
Austria,AUT,2015-02-03,45.76
Lithuania,LTU,2015-02-03,42.02
Portugal,PRT,2015-02-03,43.43
Poland,POL,2015-02-03,42.33
Norway,NOR,2015-02-03,36.58
Netherlands,NLD,2015-02-03,47.21
Luxembourg,LUX,2015-02-03,45.76
Slovenia,SVN,2015-02-03,48.79
Latvia,LVA,2015-02-03,42.02
Italy,ITA,2015-02-03,60.06
Hungary,HUN,2015-02-03,46.09
Greece,GRC,2015-02-03,54.93
Germany,DEU,2015-02-03,45.76
France,FRA,2015-02-03,56.66
Finland,FIN,2015-02-03,37.83
Estonia,EST,2015-02-03,38.22
Denmark,DNK,2015-02-03,38.6
Czechia,CZE,2015-02-03,46.05
Belgium,BEL,2015-02-03,56.66
Spain,ESP,2015-02-03,43.43
Sweden,SWE,2015-02-03,37.43
Switzerland,CHE,2015-02-03,57.46
Romania,ROU,2015-02-03,43.75
Slovakia,SVK,2015-02-03,46.05
Austria,AUT,2015-02-04,48.49
Belgium,BEL,2015-02-04,53.67
Czechia,CZE,2015-02-04,48.35
Denmark,DNK,2015-02-04,44.03
Estonia,EST,2015-02-04,42.71
Finland,FIN,2015-02-04,42.71
France,FRA,2015-02-04,53.67
Germany,DEU,2015-02-04,48.49
EU,EU,2015-02-04,46.612500000000004
Latvia,LVA,2015-02-04,44.21
Greece,GRC,2015-02-04,51.78
Switzerland,CHE,2015-02-04,56.83
Sweden,SWE,2015-02-04,43.32
Spain,ESP,2015-02-04,39.3
Slovenia,SVN,2015-02-04,49.15
Slovakia,SVK,2015-02-04,48.35
Romania,ROU,2015-02-04,32.59
Portugal,PRT,2015-02-04,39.3
Poland,POL,2015-02-04,41.76
Norway,NOR,2015-02-04,43.01
Netherlands,NLD,2015-02-04,48.74
Luxembourg,LUX,2015-02-04,48.49
Lithuania,LTU,2015-02-04,44.21
Hungary,HUN,2015-02-04,48.78
Italy,ITA,2015-02-04,56.76
EU,EU,2015-02-05,44.57958333333334
Romania,ROU,2015-02-05,42.97
Switzerland,CHE,2015-02-05,54.63
Spain,ESP,2015-02-05,43.18
Slovenia,SVN,2015-02-05,45.1
Slovakia,SVK,2015-02-05,44.61
Portugal,PRT,2015-02-05,43.24
Poland,POL,2015-02-05,40.02
Norway,NOR,2015-02-05,36.39
Netherlands,NLD,2015-02-05,44.6
Luxembourg,LUX,2015-02-05,43.57
Lithuania,LTU,2015-02-05,42.33
Latvia,LVA,2015-02-05,42.33
Italy,ITA,2015-02-05,56.57
Hungary,HUN,2015-02-05,45.04
Greece,GRC,2015-02-05,55.21
Germany,DEU,2015-02-05,43.57
France,FRA,2015-02-05,52.53
Finland,FIN,2015-02-05,38.03
Estonia,EST,2015-02-05,38.03
Denmark,DNK,2015-02-05,39.79
Czechia,CZE,2015-02-05,44.61
Belgium,BEL,2015-02-05,52.53
Austria,AUT,2015-02-05,43.57
Sweden,SWE,2015-02-05,37.46
Latvia,LVA,2015-02-06,39.85
Luxembourg,LUX,2015-02-06,39.29
Belgium,BEL,2015-02-06,52.09
Netherlands,NLD,2015-02-06,45.73
Norway,NOR,2015-02-06,30.42
Poland,POL,2015-02-06,38.47
Portugal,PRT,2015-02-06,46.64
Romania,ROU,2015-02-06,21.82
Slovakia,SVK,2015-02-06,39.71
Slovenia,SVN,2015-02-06,39.47
Spain,ESP,2015-02-06,46.64
Sweden,SWE,2015-02-06,32.7
Switzerland,CHE,2015-02-06,51.3
Italy,ITA,2015-02-06,53.54
EU,EU,2015-02-06,40.556666666666665
Hungary,HUN,2015-02-06,39.71
Greece,GRC,2015-02-06,45.49
Germany,DEU,2015-02-06,39.29
France,FRA,2015-02-06,52.09
Finland,FIN,2015-02-06,33.1
Estonia,EST,2015-02-06,33.1
Denmark,DNK,2015-02-06,33.85
Czechia,CZE,2015-02-06,39.71
Austria,AUT,2015-02-06,39.29
Lithuania,LTU,2015-02-06,40.06
EU,EU,2015-02-07,36.67791666666667
Poland,POL,2015-02-07,33.1
Romania,ROU,2015-02-07,29.49
Switzerland,CHE,2015-02-07,49.46
Sweden,SWE,2015-02-07,26.53
Spain,ESP,2015-02-07,52.96
Slovenia,SVN,2015-02-07,36.94
Slovakia,SVK,2015-02-07,26.56
Portugal,PRT,2015-02-07,52.96
Norway,NOR,2015-02-07,27.02
Netherlands,NLD,2015-02-07,47.21
Luxembourg,LUX,2015-02-07,25.52
Latvia,LVA,2015-02-07,31.69
Italy,ITA,2015-02-07,53.66
Lithuania,LTU,2015-02-07,31.69
Greece,GRC,2015-02-07,56.05
Austria,AUT,2015-02-07,25.52
Belgium,BEL,2015-02-07,52.49
Hungary,HUN,2015-02-07,40.39
Denmark,DNK,2015-02-07,23.62
Czechia,CZE,2015-02-07,25.18
Finland,FIN,2015-02-07,26.9
France,FRA,2015-02-07,52.49
Germany,DEU,2015-02-07,25.52
Estonia,EST,2015-02-07,27.32
Latvia,LVA,2015-02-08,33.68
Lithuania,LTU,2015-02-08,33.68
France,FRA,2015-02-08,48.29
Italy,ITA,2015-02-08,44.62
Greece,GRC,2015-02-08,50.7
Germany,DEU,2015-02-08,13.33
Finland,FIN,2015-02-08,27.54
Norway,NOR,2015-02-08,27.27
Denmark,DNK,2015-02-08,17.44
Czechia,CZE,2015-02-08,15.76
Belgium,BEL,2015-02-08,48.29
Austria,AUT,2015-02-08,13.33
Luxembourg,LUX,2015-02-08,13.33
EU,EU,2015-02-08,29.741249999999997
Estonia,EST,2015-02-08,27.54
Netherlands,NLD,2015-02-08,42.21
Hungary,HUN,2015-02-08,19.61
Switzerland,CHE,2015-02-08,45.44
Poland,POL,2015-02-08,24.75
Portugal,PRT,2015-02-08,39.55
Romania,ROU,2015-02-08,19.61
Slovakia,SVK,2015-02-08,15.76
Slovenia,SVN,2015-02-08,25.68
Spain,ESP,2015-02-08,39.55
Sweden,SWE,2015-02-08,26.83
Lithuania,LTU,2015-02-09,42.73
Luxembourg,LUX,2015-02-09,27.93
Netherlands,NLD,2015-02-09,47.38
Norway,NOR,2015-02-09,27.99
Poland,POL,2015-02-09,36.45
Greece,GRC,2015-02-09,52.35
Romania,ROU,2015-02-09,33.7
Slovakia,SVK,2015-02-09,30.62
Latvia,LVA,2015-02-09,42.73
Slovenia,SVN,2015-02-09,36.19
Spain,ESP,2015-02-09,52.27
Portugal,PRT,2015-02-09,52.34
Italy,ITA,2015-02-09,56.99
France,FRA,2015-02-09,62.04
Germany,DEU,2015-02-09,27.93
Sweden,SWE,2015-02-09,28.42
Finland,FIN,2015-02-09,39.79
Estonia,EST,2015-02-09,39.79
Denmark,DNK,2015-02-09,26.26
Czechia,CZE,2015-02-09,29.1
Belgium,BEL,2015-02-09,62.04
Austria,AUT,2015-02-09,27.93
EU,EU,2015-02-09,40.82
Hungary,HUN,2015-02-09,33.7
Switzerland,CHE,2015-02-09,63.01
Belgium,BEL,2015-02-10,62.09
Czechia,CZE,2015-02-10,41.84
Germany,DEU,2015-02-10,44.4
Denmark,DNK,2015-02-10,29.44
EU,EU,2015-02-10,44.94833333333333
Austria,AUT,2015-02-10,44.4
France,FRA,2015-02-10,62.09
Estonia,EST,2015-02-10,33.4
Poland,POL,2015-02-10,39.92
Slovenia,SVN,2015-02-10,42.22
Slovakia,SVK,2015-02-10,41.84
Romania,ROU,2015-02-10,39.33
Portugal,PRT,2015-02-10,60.16
Switzerland,CHE,2015-02-10,59.3
Norway,NOR,2015-02-10,28.22
Spain,ESP,2015-02-10,60.18
Netherlands,NLD,2015-02-10,46.87
Lithuania,LTU,2015-02-10,40.21
Latvia,LVA,2015-02-10,40.21
Italy,ITA,2015-02-10,58.95
Hungary,HUN,2015-02-10,43.86
Greece,GRC,2015-02-10,52.94
Finland,FIN,2015-02-10,33.4
Luxembourg,LUX,2015-02-10,44.4
Sweden,SWE,2015-02-10,29.09
Sweden,SWE,2015-02-11,33.46
EU,EU,2015-02-11,46.844166666666666
Austria,AUT,2015-02-11,48.58
Belgium,BEL,2015-02-11,55.88
Czechia,CZE,2015-02-11,46.44
Luxembourg,LUX,2015-02-11,48.58
Spain,ESP,2015-02-11,64.29
Slovenia,SVN,2015-02-11,47.56
Slovakia,SVK,2015-02-11,46.44
Romania,ROU,2015-02-11,31.37
Portugal,PRT,2015-02-11,64.29
Poland,POL,2015-02-11,41.79
Norway,NOR,2015-02-11,28.7
Netherlands,NLD,2015-02-11,50.34
Switzerland,CHE,2015-02-11,59.82
Estonia,EST,2015-02-11,34.14
Latvia,LVA,2015-02-11,40.14
Italy,ITA,2015-02-11,60.46
Hungary,HUN,2015-02-11,47.09
Greece,GRC,2015-02-11,55.95
Germany,DEU,2015-02-11,48.58
France,FRA,2015-02-11,55.88
Finland,FIN,2015-02-11,34.14
Denmark,DNK,2015-02-11,40.2
Lithuania,LTU,2015-02-11,40.14
EU,EU,2015-02-12,47.24458333333333
Spain,ESP,2015-02-12,64.91
Finland,FIN,2015-02-12,38.07
Switzerland,CHE,2015-02-12,53.15
Slovenia,SVN,2015-02-12,44.06
Slovakia,SVK,2015-02-12,44.6
Romania,ROU,2015-02-12,39.84
Portugal,PRT,2015-02-12,65.56
Poland,POL,2015-02-12,39.77
Norway,NOR,2015-02-12,28.33
Netherlands,NLD,2015-02-12,50.33
Luxembourg,LUX,2015-02-12,48.15
Lithuania,LTU,2015-02-12,42.65
Sweden,SWE,2015-02-12,36.35
Italy,ITA,2015-02-12,61.47
Hungary,HUN,2015-02-12,46.49
Greece,GRC,2015-02-12,58.24
Germany,DEU,2015-02-12,48.15
France,FRA,2015-02-12,54.24
Estonia,EST,2015-02-12,38.07
Denmark,DNK,2015-02-12,41.8
Czechia,CZE,2015-02-12,44.6
Belgium,BEL,2015-02-12,54.24
Austria,AUT,2015-02-12,48.15
Latvia,LVA,2015-02-12,42.65
Lithuania,LTU,2015-02-13,46.96
Luxembourg,LUX,2015-02-13,38.61
Netherlands,NLD,2015-02-13,48.59
EU,EU,2015-02-13,44.49125
Poland,POL,2015-02-13,38.23
Portugal,PRT,2015-02-13,50.73
Latvia,LVA,2015-02-13,46.96
Norway,NOR,2015-02-13,28.31
Italy,ITA,2015-02-13,56.83
Estonia,EST,2015-02-13,44.38
Greece,GRC,2015-02-13,58.55
Germany,DEU,2015-02-13,38.61
France,FRA,2015-02-13,48.85
Finland,FIN,2015-02-13,44.38
Denmark,DNK,2015-02-13,34.42
Czechia,CZE,2015-02-13,40.2
Belgium,BEL,2015-02-13,48.85
Austria,AUT,2015-02-13,38.61
Romania,ROU,2015-02-13,45.09
Hungary,HUN,2015-02-13,43.05
Slovakia,SVK,2015-02-13,40.2
Slovenia,SVN,2015-02-13,52.27
Spain,ESP,2015-02-13,50.73
Sweden,SWE,2015-02-13,34.75
Switzerland,CHE,2015-02-13,49.63
Romania,ROU,2015-02-14,45.97
Switzerland,CHE,2015-02-14,39.93
Sweden,SWE,2015-02-14,27.46
Spain,ESP,2015-02-14,38.44
Slovenia,SVN,2015-02-14,56.03
Slovakia,SVK,2015-02-14,31.22
EU,EU,2015-02-14,38.74916666666667
Austria,AUT,2015-02-14,32.74
Czechia,CZE,2015-02-14,31.22
Denmark,DNK,2015-02-14,28.39
Estonia,EST,2015-02-14,31.29
Belgium,BEL,2015-02-14,44.42
France,FRA,2015-02-14,40.41
Portugal,PRT,2015-02-14,38.44
Poland,POL,2015-02-14,28.77
Norway,NOR,2015-02-14,27.39
Finland,FIN,2015-02-14,31.29
Luxembourg,LUX,2015-02-14,32.74
Lithuania,LTU,2015-02-14,40.14
Netherlands,NLD,2015-02-14,44.42
Italy,ITA,2015-02-14,59.01
Hungary,HUN,2015-02-14,44.7
Greece,GRC,2015-02-14,62.68
Germany,DEU,2015-02-14,32.74
Latvia,LVA,2015-02-14,40.14
Hungary,HUN,2015-02-15,41.19
Netherlands,NLD,2015-02-15,43.65
Luxembourg,LUX,2015-02-15,29.27
Lithuania,LTU,2015-02-15,38.34
Latvia,LVA,2015-02-15,38.34
Italy,ITA,2015-02-15,52.25
Greece,GRC,2015-02-15,52.83
Norway,NOR,2015-02-15,26.39
France,FRA,2015-02-15,41.86
Finland,FIN,2015-02-15,28.66
Estonia,EST,2015-02-15,28.66
Denmark,DNK,2015-02-15,26.33
Czechia,CZE,2015-02-15,27.04
Belgium,BEL,2015-02-15,43.65
Austria,AUT,2015-02-15,29.27
EU,EU,2015-02-15,34.87916666666667
Germany,DEU,2015-02-15,29.27
Poland,POL,2015-02-15,28.77
Portugal,PRT,2015-02-15,29.56
Romania,ROU,2015-02-15,41.25
Slovakia,SVK,2015-02-15,27.04
Slovenia,SVN,2015-02-15,36.24
Spain,ESP,2015-02-15,29.56
Sweden,SWE,2015-02-15,26.33
Switzerland,CHE,2015-02-15,41.35
Slovenia,SVN,2015-02-16,38.36
Lithuania,LTU,2015-02-16,39.64
Luxembourg,LUX,2015-02-16,35.63
Netherlands,NLD,2015-02-16,52.45
Norway,NOR,2015-02-16,27.58
Poland,POL,2015-02-16,34.42
Sweden,SWE,2015-02-16,27.63
Spain,ESP,2015-02-16,51.06
Latvia,LVA,2015-02-16,39.64
Slovakia,SVK,2015-02-16,43.82
Switzerland,CHE,2015-02-16,54.73
Italy,ITA,2015-02-16,55.77
Germany,DEU,2015-02-16,35.63
Greece,GRC,2015-02-16,69.24
Romania,ROU,2015-02-16,38.06
France,FRA,2015-02-16,54.93
Finland,FIN,2015-02-16,37.15
Estonia,EST,2015-02-16,37.15
Denmark,DNK,2015-02-16,27.59
Czechia,CZE,2015-02-16,37.62
EU,EU,2015-02-16,42.68666666666667
Belgium,BEL,2015-02-16,54.93
Austria,AUT,2015-02-16,35.63
Hungary,HUN,2015-02-16,44.76
Portugal,PRT,2015-02-16,51.06
Poland,POL,2015-02-17,36.55
Austria,AUT,2015-02-17,43.0
Portugal,PRT,2015-02-17,39.38
Romania,ROU,2015-02-17,34.99
Slovakia,SVK,2015-02-17,44.04
Netherlands,NLD,2015-02-17,46.78
Spain,ESP,2015-02-17,39.38
Sweden,SWE,2015-02-17,31.94
Switzerland,CHE,2015-02-17,52.83
EU,EU,2015-02-17,42.27041666666667
Luxembourg,LUX,2015-02-17,43.0
Lithuania,LTU,2015-02-17,41.06
Latvia,LVA,2015-02-17,41.06
Italy,ITA,2015-02-17,52.92
Hungary,HUN,2015-02-17,44.24
Greece,GRC,2015-02-17,55.13
Germany,DEU,2015-02-17,43.0
France,FRA,2015-02-17,49.86
Finland,FIN,2015-02-17,38.07
Estonia,EST,2015-02-17,38.07
Denmark,DNK,2015-02-17,34.95
Czechia,CZE,2015-02-17,44.04
Belgium,BEL,2015-02-17,49.86
Norway,NOR,2015-02-17,27.92
Slovenia,SVN,2015-02-17,42.42
Hungary,HUN,2015-02-18,45.17
Sweden,SWE,2015-02-18,27.32
Austria,AUT,2015-02-18,43.22
Belgium,BEL,2015-02-18,51.11
Czechia,CZE,2015-02-18,42.31
Denmark,DNK,2015-02-18,27.19
Estonia,EST,2015-02-18,36.64
Finland,FIN,2015-02-18,36.64
France,FRA,2015-02-18,51.11
Germany,DEU,2015-02-18,43.22
Greece,GRC,2015-02-18,63.94
EU,EU,2015-02-18,43.642500000000005
Switzerland,CHE,2015-02-18,52.99
Italy,ITA,2015-02-18,55.63
Lithuania,LTU,2015-02-18,41.31
Luxembourg,LUX,2015-02-18,43.22
Netherlands,NLD,2015-02-18,46.24
Norway,NOR,2015-02-18,27.04
Poland,POL,2015-02-18,37.98
Portugal,PRT,2015-02-18,46.79
Romania,ROU,2015-02-18,43.76
Slovakia,SVK,2015-02-18,42.31
Slovenia,SVN,2015-02-18,54.35
Spain,ESP,2015-02-18,46.62
Latvia,LVA,2015-02-18,41.31
EU,EU,2015-02-19,42.13708333333333
Sweden,SWE,2015-02-19,25.91
Austria,AUT,2015-02-19,37.92
Switzerland,CHE,2015-02-19,52.96
Spain,ESP,2015-02-19,56.3
Slovenia,SVN,2015-02-19,38.18
Slovakia,SVK,2015-02-19,37.76
Romania,ROU,2015-02-19,41.63
Poland,POL,2015-02-19,36.77
Norway,NOR,2015-02-19,25.96
Netherlands,NLD,2015-02-19,46.96
Luxembourg,LUX,2015-02-19,37.92
Lithuania,LTU,2015-02-19,39.04
Portugal,PRT,2015-02-19,56.3
Italy,ITA,2015-02-19,57.05
Hungary,HUN,2015-02-19,44.03
Greece,GRC,2015-02-19,63.42
Germany,DEU,2015-02-19,37.92
France,FRA,2015-02-19,52.07
Finland,FIN,2015-02-19,34.27
Estonia,EST,2015-02-19,34.27
Denmark,DNK,2015-02-19,25.91
Czechia,CZE,2015-02-19,37.63
Belgium,BEL,2015-02-19,52.07
Latvia,LVA,2015-02-19,39.04
Italy,ITA,2015-02-20,56.29
Hungary,HUN,2015-02-20,46.05
Greece,GRC,2015-02-20,70.84
Germany,DEU,2015-02-20,30.91
France,FRA,2015-02-20,50.96
Austria,AUT,2015-02-20,30.91
Estonia,EST,2015-02-20,32.56
Denmark,DNK,2015-02-20,25.79
Czechia,CZE,2015-02-20,33.57
Belgium,BEL,2015-02-20,51.31
Latvia,LVA,2015-02-20,39.67
Finland,FIN,2015-02-20,32.56
Lithuania,LTU,2015-02-20,39.67
Luxembourg,LUX,2015-02-20,30.91
Netherlands,NLD,2015-02-20,49.64
Norway,NOR,2015-02-20,25.82
Poland,POL,2015-02-20,38.34
Portugal,PRT,2015-02-20,52.09
Romania,ROU,2015-02-20,46.09
Slovakia,SVK,2015-02-20,33.99
Slovenia,SVN,2015-02-20,45.82
Spain,ESP,2015-02-20,52.09
Sweden,SWE,2015-02-20,25.79
Switzerland,CHE,2015-02-20,49.94
EU,EU,2015-02-20,41.317083333333336
Luxembourg,LUX,2015-02-21,30.69
Lithuania,LTU,2015-02-21,37.78
Latvia,LVA,2015-02-21,37.78
Italy,ITA,2015-02-21,49.16
Hungary,HUN,2015-02-21,36.4
Finland,FIN,2015-02-21,27.18
Germany,DEU,2015-02-21,30.69
France,FRA,2015-02-21,48.15
Netherlands,NLD,2015-02-21,47.38
Estonia,EST,2015-02-21,27.18
Greece,GRC,2015-02-21,66.19
Norway,NOR,2015-02-21,25.89
Slovenia,SVN,2015-02-21,28.33
Portugal,PRT,2015-02-21,33.83
Romania,ROU,2015-02-21,34.7
Slovakia,SVK,2015-02-21,27.74
Czechia,CZE,2015-02-21,27.74
Spain,ESP,2015-02-21,33.83
Sweden,SWE,2015-02-21,25.89
Switzerland,CHE,2015-02-21,47.43
EU,EU,2015-02-21,35.90125
Belgium,BEL,2015-02-21,48.4
Austria,AUT,2015-02-21,30.69
Poland,POL,2015-02-21,32.69
Denmark,DNK,2015-02-21,25.89
EU,EU,2015-02-22,32.21083333333333
Germany,DEU,2015-02-22,32.76
Czechia,CZE,2015-02-22,28.94
Belgium,BEL,2015-02-22,41.11
Switzerland,CHE,2015-02-22,42.3
Sweden,SWE,2015-02-22,25.54
Spain,ESP,2015-02-22,16.87
Slovenia,SVN,2015-02-22,25.84
Slovakia,SVK,2015-02-22,28.94
Romania,ROU,2015-02-22,19.07
Portugal,PRT,2015-02-22,16.99
Poland,POL,2015-02-22,33.33
Netherlands,NLD,2015-02-22,40.77
Norway,NOR,2015-02-22,25.57
Lithuania,LTU,2015-02-22,35.78
Latvia,LVA,2015-02-22,35.78
Italy,ITA,2015-02-22,50.74
Hungary,HUN,2015-02-22,30.23
Greece,GRC,2015-02-22,59.95
France,FRA,2015-02-22,39.58
Austria,AUT,2015-02-22,32.76
Finland,FIN,2015-02-22,26.02
Estonia,EST,2015-02-22,26.02
Luxembourg,LUX,2015-02-22,32.76
Denmark,DNK,2015-02-22,25.41
Czechia,CZE,2015-02-23,32.94
Belgium,BEL,2015-02-23,47.34
Austria,AUT,2015-02-23,31.98
Finland,FIN,2015-02-23,27.78
EU,EU,2015-02-23,35.67458333333333
Switzerland,CHE,2015-02-23,48.24
Sweden,SWE,2015-02-23,25.62
Spain,ESP,2015-02-23,29.13
Slovenia,SVN,2015-02-23,37.91
Slovakia,SVK,2015-02-23,35.0
Romania,ROU,2015-02-23,33.55
Portugal,PRT,2015-02-23,29.13
Estonia,EST,2015-02-23,27.78
Poland,POL,2015-02-23,32.64
Netherlands,NLD,2015-02-23,46.06
Luxembourg,LUX,2015-02-23,31.98
Lithuania,LTU,2015-02-23,30.47
Latvia,LVA,2015-02-23,30.47
Italy,ITA,2015-02-23,53.13
Hungary,HUN,2015-02-23,36.09
Greece,GRC,2015-02-23,59.62
Germany,DEU,2015-02-23,31.98
France,FRA,2015-02-23,46.97
Norway,NOR,2015-02-23,25.77
Denmark,DNK,2015-02-23,24.61
EU,EU,2015-02-24,37.58833333333333
France,FRA,2015-02-24,46.23
Austria,AUT,2015-02-24,34.8
Belgium,BEL,2015-02-24,46.23
Czechia,CZE,2015-02-24,33.04
Finland,FIN,2015-02-24,33.46
Denmark,DNK,2015-02-24,25.85
Estonia,EST,2015-02-24,33.46
Germany,DEU,2015-02-24,34.8
Switzerland,CHE,2015-02-24,49.38
Sweden,SWE,2015-02-24,25.85
Slovenia,SVN,2015-02-24,49.82
Slovakia,SVK,2015-02-24,36.04
Romania,ROU,2015-02-24,39.24
Portugal,PRT,2015-02-24,26.91
Poland,POL,2015-02-24,25.46
Spain,ESP,2015-02-24,26.91
Netherlands,NLD,2015-02-24,43.9
Norway,NOR,2015-02-24,25.86
Hungary,HUN,2015-02-24,39.23
Italy,ITA,2015-02-24,53.01
Greece,GRC,2015-02-24,56.9
Latvia,LVA,2015-02-24,40.47
Lithuania,LTU,2015-02-24,40.47
Luxembourg,LUX,2015-02-24,34.8
Austria,AUT,2015-02-25,44.33
Czechia,CZE,2015-02-25,42.6
Denmark,DNK,2015-02-25,30.11
Estonia,EST,2015-02-25,30.67
Finland,FIN,2015-02-25,30.67
France,FRA,2015-02-25,49.12
Germany,DEU,2015-02-25,44.33
Greece,GRC,2015-02-25,53.74
Hungary,HUN,2015-02-25,43.28
Belgium,BEL,2015-02-25,49.12
Italy,ITA,2015-02-25,52.98
Lithuania,LTU,2015-02-25,41.93
Latvia,LVA,2015-02-25,41.93
EU,EU,2015-02-25,41.00333333333333
Switzerland,CHE,2015-02-25,50.93
Sweden,SWE,2015-02-25,27.06
Spain,ESP,2015-02-25,34.23
Slovakia,SVK,2015-02-25,42.6
Slovenia,SVN,2015-02-25,41.7
Portugal,PRT,2015-02-25,34.23
Poland,POL,2015-02-25,38.41
Norway,NOR,2015-02-25,26.4
Netherlands,NLD,2015-02-25,47.22
Luxembourg,LUX,2015-02-25,44.33
Romania,ROU,2015-02-25,42.16
Greece,GRC,2015-02-26,54.76
EU,EU,2015-02-26,40.39333333333334
Italy,ITA,2015-02-26,55.28
Lithuania,LTU,2015-02-26,41.74
Hungary,HUN,2015-02-26,45.22
Germany,DEU,2015-02-26,37.12
Belgium,BEL,2015-02-26,48.04
Finland,FIN,2015-02-26,29.18
Estonia,EST,2015-02-26,29.18
Denmark,DNK,2015-02-26,26.78
Czechia,CZE,2015-02-26,38.11
Austria,AUT,2015-02-26,37.12
Luxembourg,LUX,2015-02-26,37.12
